Date,median_transaction_fee90stdUSD
2014/03/13,0.023
2014/03/14,0.023
2014/03/15,0.023
2014/03/16,0.023
2014/03/17,0.023
2014/03/18,0.023
2014/03/19,0.023
2014/03/20,0.023
2014/03/21,0.023
2014/03/22,0.023
2014/03/23,0.023
2014/03/24,0.023
2014/03/25,0.023
2014/03/26,0.024
2014/03/27,0.024
2014/03/28,0.024
2014/03/29,0.025
2014/03/30,0.025
2014/03/31,0.026
2014/04/01,0.026
2014/04/02,0.026
2014/04/03,0.027
2014/04/04,0.027
2014/04/05,0.027
2014/04/06,0.027
2014/04/07,0.027
2014/04/08,0.027
2014/04/09,0.027
2014/04/10,0.027
2014/04/11,0.027
2014/04/12,0.027
2014/04/13,0.027
2014/04/14,0.027
2014/04/15,0.027
2014/04/16,0.027
2014/04/17,0.027
2014/04/18,0.026
2014/04/19,0.026
2014/04/20,0.026
2014/04/21,0.025
2014/04/22,0.025
2014/04/23,0.024
2014/04/24,0.024
2014/04/25,0.024
2014/04/26,0.023
2014/04/27,0.023
2014/04/28,0.022
2014/04/29,0.022
2014/04/30,0.021
2014/05/01,0.021
2014/05/02,0.02
2014/05/03,0.02
2014/05/04,0.019
2014/05/05,0.018
2014/05/06,0.017
2014/05/07,0.017
2014/05/08,0.016
2014/05/09,0.016
2014/05/10,0.016
2014/05/11,0.016
2014/05/12,0.016
2014/05/13,0.016
2014/05/14,0.016
2014/05/15,0.016
2014/05/16,0.016
2014/05/17,0.016
2014/05/18,0.016
2014/05/19,0.016
2014/05/20,0.015
2014/05/21,0.015
2014/05/22,0.015
2014/05/23,0.015
2014/05/24,0.015
2014/05/25,0.015
2014/05/26,0.015
2014/05/27,0.015
2014/05/28,0.015
2014/05/29,0.015
2014/05/30,0.015
2014/05/31,0.015
2014/06/01,0.015
2014/06/02,0.015
2014/06/03,0.015
2014/06/04,0.015
2014/06/05,0.015
2014/06/06,0.015
2014/06/07,0.015
2014/06/08,0.016
2014/06/09,0.016
2014/06/10,0.016
2014/06/11,0.016
2014/06/12,0.016
2014/06/13,0.016
2014/06/14,0.015
2014/06/15,0.015
2014/06/16,0.015
2014/06/17,0.015
2014/06/18,0.015
2014/06/19,0.015
2014/06/20,0.015
2014/06/21,0.015
2014/06/22,0.015
2014/06/23,0.015
2014/06/24,0.015
2014/06/25,0.015
2014/06/26,0.016
2014/06/27,0.016
2014/06/28,0.016
2014/06/29,0.016
2014/06/30,0.016
2014/07/01,0.016
2014/07/02,0.016
2014/07/03,0.016
2014/07/04,0.016
2014/07/05,0.016
2014/07/06,0.016
2014/07/07,0.016
2014/07/08,0.016
2014/07/09,0.016
2014/07/10,0.016
2014/07/11,0.016
2014/07/12,0.016
2014/07/13,0.016
2014/07/14,0.016
2014/07/15,0.016
2014/07/16,0.016
2014/07/17,0.016
2014/07/18,0.016
2014/07/19,0.016
2014/07/20,0.016
2014/07/21,0.016
2014/07/22,0.016
2014/07/23,0.016
2014/07/24,0.016
2014/07/25,0.016
2014/07/26,0.016
2014/07/27,0.015
2014/07/28,0.015
2014/07/29,0.015
2014/07/30,0.015
2014/07/31,0.015
2014/08/01,0.014
2014/08/02,0.014
2014/08/03,0.014
2014/08/04,0.013
2014/08/05,0.013
2014/08/06,0.013
2014/08/07,0.012
2014/08/08,0.012
2014/08/09,0.011
2014/08/10,0.011
2014/08/11,0.01
2014/08/12,0.01
2014/08/13,0.01
2014/08/14,0.009
2014/08/15,0.009
2014/08/16,0.008
2014/08/17,0.008
2014/08/18,0.008
2014/08/19,0.008
2014/08/20,0.008
2014/08/21,0.008
2014/08/22,0.008
2014/08/23,0.008
2014/08/24,0.009
2014/08/25,0.009
2014/08/26,0.009
2014/08/27,0.009
2014/08/28,0.009
2014/08/29,0.009
2014/08/30,0.01
2014/08/31,0.01
2014/09/01,0.01
2014/09/02,0.01
2014/09/03,0.01
2014/09/04,0.01
2014/09/05,0.01
2014/09/06,0.01
2014/09/07,0.01
2014/09/08,0.011
2014/09/09,0.011
2014/09/10,0.011
2014/09/11,0.011
2014/09/12,0.011
2014/09/13,0.011
2014/09/14,0.011
2014/09/15,0.012
2014/09/16,0.012
2014/09/17,0.012
2014/09/18,0.012
2014/09/19,0.012
2014/09/20,0.013
2014/09/21,0.013
2014/09/22,0.014
2014/09/23,0.014
2014/09/24,0.014
2014/09/25,0.014
2014/09/26,0.015
2014/09/27,0.015
2014/09/28,0.015
2014/09/29,0.015
2014/09/30,0.015
2014/10/01,0.015
2014/10/02,0.016
2014/10/03,0.016
2014/10/04,0.016
2014/10/05,0.016
2014/10/06,0.017
2014/10/07,0.017
2014/10/08,0.017
2014/10/09,0.017
2014/10/10,0.017
2014/10/11,0.017
2014/10/12,0.017
2014/10/13,0.017
2014/10/14,0.017
2014/10/15,0.017
2014/10/16,0.017
2014/10/17,0.017
2014/10/18,0.017
2014/10/19,0.017
2014/10/20,0.016
2014/10/21,0.016
2014/10/22,0.016
2014/10/23,0.016
2014/10/24,0.016
2014/10/25,0.016
2014/10/26,0.016
2014/10/27,0.016
2014/10/28,0.016
2014/10/29,0.016
2014/10/30,0.016
2014/10/31,0.015
2014/11/01,0.015
2014/11/02,0.015
2014/11/03,0.015
2014/11/04,0.015
2014/11/05,0.015
2014/11/06,0.014
2014/11/07,0.014
2014/11/08,0.014
2014/11/09,0.013
2014/11/10,0.013
2014/11/11,0.013
2014/11/12,0.013
2014/11/13,0.012
2014/11/14,0.012
2014/11/15,0.012
2014/11/16,0.012
2014/11/17,0.012
2014/11/18,0.012
2014/11/19,0.012
2014/11/20,0.012
2014/11/21,0.011
2014/11/22,0.011
2014/11/23,0.011
2014/11/24,0.011
2014/11/25,0.011
2014/11/26,0.01
2014/11/27,0.01
2014/11/28,0.01
2014/11/29,0.01
2014/11/30,0.009
2014/12/01,0.009
2014/12/02,0.009
2014/12/03,0.009
2014/12/04,0.008
2014/12/05,0.008
2014/12/06,0.008
2014/12/07,0.008
2014/12/08,0.008
2014/12/09,0.007
2014/12/10,0.007
2014/12/11,0.007
2014/12/12,0.006
2014/12/13,0.006
2014/12/14,0.006
2014/12/15,0.005
2014/12/16,0.005
2014/12/17,0.005
2014/12/18,0.005
2014/12/19,0.005
2014/12/20,0.005
2014/12/21,0.005
2014/12/22,0.005
2014/12/23,0.005
2014/12/24,0.005
2014/12/25,0.005
2014/12/26,0.005
2014/12/27,0.005
2014/12/28,0.005
2014/12/29,0.005
2014/12/30,0.005
2014/12/31,0.005
2015/01/01,0.005
2015/01/02,0.005
2015/01/03,0.005
2015/01/04,0.006
2015/01/05,0.006
2015/01/06,0.006
2015/01/07,0.006
2015/01/08,0.006
2015/01/09,0.006
2015/01/10,0.007
2015/01/11,0.007
2015/01/12,0.007
2015/01/13,0.007
2015/01/14,0.008
2015/01/15,0.008
2015/01/16,0.009
2015/01/17,0.009
2015/01/18,0.009
2015/01/19,0.01
2015/01/20,0.01
2015/01/21,0.01
2015/01/22,0.01
2015/01/23,0.011
2015/01/24,0.011
2015/01/25,0.011
2015/01/26,0.011
2015/01/27,0.011
2015/01/28,0.011
2015/01/29,0.011
2015/01/30,0.011
2015/01/31,0.011
2015/02/01,0.012
2015/02/02,0.012
2015/02/03,0.012
2015/02/04,0.012
2015/02/05,0.012
2015/02/06,0.012
2015/02/07,0.012
2015/02/08,0.013
2015/02/09,0.013
2015/02/10,0.013
2015/02/11,0.012
2015/02/12,0.012
2015/02/13,0.012
2015/02/14,0.012
2015/02/15,0.012
2015/02/16,0.012
2015/02/17,0.012
2015/02/18,0.012
2015/02/19,0.012
2015/02/20,0.012
2015/02/21,0.012
2015/02/22,0.012
2015/02/23,0.012
2015/02/24,0.011
2015/02/25,0.011
2015/02/26,0.011
2015/02/27,0.011
2015/02/28,0.011
2015/03/01,0.011
2015/03/02,0.01
2015/03/03,0.01
2015/03/04,0.01
2015/03/05,0.01
2015/03/06,0.009
2015/03/07,0.009
2015/03/08,0.009
2015/03/09,0.009
2015/03/10,0.008
2015/03/11,0.008
2015/03/12,0.008
2015/03/13,0.008
2015/03/14,0.008
2015/03/15,0.008
2015/03/16,0.007
2015/03/17,0.007
2015/03/18,0.007
2015/03/19,0.007
2015/03/20,0.007
2015/03/21,0.007
2015/03/22,0.007
2015/03/23,0.007
2015/03/24,0.006
2015/03/25,0.006
2015/03/26,0.006
2015/03/27,0.006
2015/03/28,0.006
2015/03/29,0.006
2015/03/30,0.006
2015/03/31,0.005
2015/04/01,0.005
2015/04/02,0.005
2015/04/03,0.005
2015/04/04,0.005
2015/04/05,0.005
2015/04/06,0.005
2015/04/07,0.005
2015/04/08,0.005
2015/04/09,0.005
2015/04/10,0.005
2015/04/11,0.005
2015/04/12,0.005
2015/04/13,0.005
2015/04/14,0.005
2015/04/15,0.004
2015/04/16,0.004
2015/04/17,0.004
2015/04/18,0.004
2015/04/19,0.004
2015/04/20,0.004
2015/04/21,0.004
2015/04/22,0.004
2015/04/23,0.004
2015/04/24,0.004
2015/04/25,0.004
2015/04/26,0.004
2015/04/27,0.004
2015/04/28,0.004
2015/04/29,0.004
2015/04/30,0.004
2015/05/01,0.004
2015/05/02,0.004
2015/05/03,0.004
2015/05/04,0.004
2015/05/05,0.004
2015/05/06,0.004
2015/05/07,0.004
2015/05/08,0.004
2015/05/09,0.004
2015/05/10,0.004
2015/05/11,0.004
2015/05/12,0.004
2015/05/13,0.004
2015/05/14,0.004
2015/05/15,0.004
2015/05/16,0.004
2015/05/17,0.004
2015/05/18,0.004
2015/05/19,0.004
2015/05/20,0.004
2015/05/21,0.004
2015/05/22,0.004
2015/05/23,0.004
2015/05/24,0.004
2015/05/25,0.004
2015/05/26,0.004
2015/05/27,0.004
2015/05/28,0.004
2015/05/29,0.004
2015/05/30,0.004
2015/05/31,0.004
2015/06/01,0.004
2015/06/02,0.004
2015/06/03,0.004
2015/06/04,0.004
2015/06/05,0.004
2015/06/06,0.004
2015/06/07,0.004
2015/06/08,0.004
2015/06/09,0.003
2015/06/10,0.003
2015/06/11,0.003
2015/06/12,0.003
2015/06/13,0.003
2015/06/14,0.002
2015/06/15,0.002
2015/06/16,0.002
2015/06/17,0.002
2015/06/18,0.002
2015/06/19,0.002
2015/06/20,0.002
2015/06/21,0.002
2015/06/22,0.002
2015/06/23,0.002
2015/06/24,0.002
2015/06/25,0.002
2015/06/26,0.002
2015/06/27,0.002
2015/06/28,0.002
2015/06/29,0.002
2015/06/30,0.002
2015/07/01,0.002
2015/07/02,0.002
2015/07/03,0.002
2015/07/04,0.002
2015/07/05,0.002
2015/07/06,0.007
2015/07/07,0.009
2015/07/08,0.011
2015/07/09,0.011
2015/07/10,0.011
2015/07/11,0.011
2015/07/12,0.011
2015/07/13,0.011
2015/07/14,0.011
2015/07/15,0.011
2015/07/16,0.011
2015/07/17,0.011
2015/07/18,0.011
2015/07/19,0.011
2015/07/20,0.011
2015/07/21,0.011
2015/07/22,0.011
2015/07/23,0.011
2015/07/24,0.011
2015/07/25,0.011
2015/07/26,0.011
2015/07/27,0.011
2015/07/28,0.011
2015/07/29,0.012
2015/07/30,0.012
2015/07/31,0.012
2015/08/01,0.012
2015/08/02,0.012
2015/08/03,0.012
2015/08/04,0.012
2015/08/05,0.012
2015/08/06,0.013
2015/08/07,0.013
2015/08/08,0.013
2015/08/09,0.013
2015/08/10,0.013
2015/08/11,0.013
2015/08/12,0.013
2015/08/13,0.013
2015/08/14,0.013
2015/08/15,0.013
2015/08/16,0.013
2015/08/17,0.013
2015/08/18,0.013
2015/08/19,0.013
2015/08/20,0.013
2015/08/21,0.013
2015/08/22,0.013
2015/08/23,0.013
2015/08/24,0.013
2015/08/25,0.013
2015/08/26,0.013
2015/08/27,0.013
2015/08/28,0.013
2015/08/29,0.013
2015/08/30,0.013
2015/08/31,0.013
2015/09/01,0.013
2015/09/02,0.014
2015/09/03,0.014
2015/09/04,0.014
2015/09/05,0.014
2015/09/06,0.014
2015/09/07,0.013
2015/09/08,0.013
2015/09/09,0.013
2015/09/10,0.013
2015/09/11,0.013
2015/09/12,0.013
2015/09/13,0.013
2015/09/14,0.013
2015/09/15,0.013
2015/09/16,0.013
2015/09/17,0.014
2015/09/18,0.014
2015/09/19,0.014
2015/09/20,0.014
2015/09/21,0.014
2015/09/22,0.014
2015/09/23,0.014
2015/09/24,0.014
2015/09/25,0.014
2015/09/26,0.014
2015/09/27,0.014
2015/09/28,0.014
2015/09/29,0.014
2015/09/30,0.014
2015/10/01,0.014
2015/10/02,0.014
2015/10/03,0.014
2015/10/04,0.013
2015/10/05,0.012
2015/10/06,0.01
2015/10/07,0.01
2015/10/08,0.01
2015/10/09,0.01
2015/10/10,0.01
2015/10/11,0.01
2015/10/12,0.01
2015/10/13,0.01
2015/10/14,0.01
2015/10/15,0.01
2015/10/16,0.01
2015/10/17,0.01
2015/10/18,0.01
2015/10/19,0.01
2015/10/20,0.01
2015/10/21,0.01
2015/10/22,0.01
2015/10/23,0.01
2015/10/24,0.01
2015/10/25,0.01
2015/10/26,0.01
2015/10/27,0.009
2015/10/28,0.009
2015/10/29,0.009
2015/10/30,0.009
2015/10/31,0.009
2015/11/01,0.01
2015/11/02,0.009
2015/11/03,0.01
2015/11/04,0.009
2015/11/05,0.009
2015/11/06,0.01
2015/11/07,0.01
2015/11/08,0.01
2015/11/09,0.011
2015/11/10,0.011
2015/11/11,0.011
2015/11/12,0.011
2015/11/13,0.011
2015/11/14,0.011
2015/11/15,0.011
2015/11/16,0.011
2015/11/17,0.011
2015/11/18,0.011
2015/11/19,0.011
2015/11/20,0.012
2015/11/21,0.012
2015/11/22,0.012
2015/11/23,0.012
2015/11/24,0.011
2015/11/25,0.011
2015/11/26,0.012
2015/11/27,0.012
2015/11/28,0.012
2015/11/29,0.012
2015/11/30,0.012
2015/12/01,0.011
2015/12/02,0.011
2015/12/03,0.011
2015/12/04,0.012
2015/12/05,0.012
2015/12/06,0.012
2015/12/07,0.012
2015/12/08,0.012
2015/12/09,0.012
2015/12/10,0.013
2015/12/11,0.013
2015/12/12,0.013
2015/12/13,0.013
2015/12/14,0.013
2015/12/15,0.014
2015/12/16,0.013
2015/12/17,0.013
2015/12/18,0.014
2015/12/19,0.014
2015/12/20,0.014
2015/12/21,0.014
2015/12/22,0.014
2015/12/23,0.014
2015/12/24,0.014
2015/12/25,0.014
2015/12/26,0.014
2015/12/27,0.014
2015/12/28,0.014
2015/12/29,0.014
2015/12/30,0.014
2015/12/31,0.014
2016/01/01,0.014
2016/01/02,0.014
2016/01/03,0.014
2016/01/04,0.014
2016/01/05,0.013
2016/01/06,0.013
2016/01/07,0.013
2016/01/08,0.013
2016/01/09,0.013
2016/01/10,0.013
2016/01/11,0.013
2016/01/12,0.013
2016/01/13,0.012
2016/01/14,0.012
2016/01/15,0.012
2016/01/16,0.012
2016/01/17,0.011
2016/01/18,0.011
2016/01/19,0.011
2016/01/20,0.011
2016/01/21,0.01
2016/01/22,0.01
2016/01/23,0.01
2016/01/24,0.01
2016/01/25,0.009
2016/01/26,0.009
2016/01/27,0.009
2016/01/28,0.009
2016/01/29,0.009
2016/01/30,0.009
2016/01/31,0.009
2016/02/01,0.009
2016/02/02,0.009
2016/02/03,0.009
2016/02/04,0.009
2016/02/05,0.009
2016/02/06,0.009
2016/02/07,0.009
2016/02/08,0.009
2016/02/09,0.008
2016/02/10,0.008
2016/02/11,0.008
2016/02/12,0.008
2016/02/13,0.008
2016/02/14,0.008
2016/02/15,0.008
2016/02/16,0.008
2016/02/17,0.007
2016/02/18,0.007
2016/02/19,0.007
2016/02/20,0.007
2016/02/21,0.007
2016/02/22,0.006
2016/02/23,0.006
2016/02/24,0.006
2016/02/25,0.006
2016/02/26,0.006
2016/02/27,0.006
2016/02/28,0.006
2016/02/29,0.006
2016/03/01,0.006
2016/03/02,0.005
2016/03/03,0.005
2016/03/04,0.005
2016/03/05,0.006
2016/03/06,0.006
2016/03/07,0.006
2016/03/08,0.006
2016/03/09,0.006
2016/03/10,0.006
2016/03/11,0.006
2016/03/12,0.006
2016/03/13,0.006
2016/03/14,0.006
2016/03/15,0.006
2016/03/16,0.006
2016/03/17,0.006
2016/03/18,0.006
2016/03/19,0.006
2016/03/20,0.006
2016/03/21,0.006
2016/03/22,0.006
2016/03/23,0.005
2016/03/24,0.005
2016/03/25,0.005
2016/03/26,0.005
2016/03/27,0.005
2016/03/28,0.005
2016/03/29,0.005
2016/03/30,0.005
2016/03/31,0.005
2016/04/01,0.005
2016/04/02,0.005
2016/04/03,0.005
2016/04/04,0.005
2016/04/05,0.005
2016/04/06,0.005
2016/04/07,0.005
2016/04/08,0.005
2016/04/09,0.005
2016/04/10,0.005
2016/04/11,0.005
2016/04/12,0.005
2016/04/13,0.005
2016/04/14,0.005
2016/04/15,0.005
2016/04/16,0.005
2016/04/17,0.005
2016/04/18,0.005
2016/04/19,0.005
2016/04/20,0.005
2016/04/21,0.005
2016/04/22,0.005
2016/04/23,0.005
2016/04/24,0.005
2016/04/25,0.005
2016/04/26,0.005
2016/04/27,0.005
2016/04/28,0.005
2016/04/29,0.005
2016/04/30,0.005
2016/05/01,0.005
2016/05/02,0.005
2016/05/03,0.005
2016/05/04,0.005
2016/05/05,0.005
2016/05/06,0.005
2016/05/07,0.005
2016/05/08,0.004
2016/05/09,0.004
2016/05/10,0.004
2016/05/11,0.004
2016/05/12,0.004
2016/05/13,0.004
2016/05/14,0.004
2016/05/15,0.004
2016/05/16,0.004
2016/05/17,0.004
2016/05/18,0.004
2016/05/19,0.005
2016/05/20,0.005
2016/05/21,0.005
2016/05/22,0.005
2016/05/23,0.005
2016/05/24,0.005
2016/05/25,0.005
2016/05/26,0.006
2016/05/27,0.007
2016/05/28,0.008
2016/05/29,0.009
2016/05/30,0.01
2016/05/31,0.011
2016/06/01,0.011
2016/06/02,0.012
2016/06/03,0.012
2016/06/04,0.013
2016/06/05,0.013
2016/06/06,0.013
2016/06/07,0.014
2016/06/08,0.014
2016/06/09,0.014
2016/06/10,0.015
2016/06/11,0.015
2016/06/12,0.015
2016/06/13,0.016
2016/06/14,0.02
2016/06/15,0.025
2016/06/16,0.029
2016/06/17,0.032
2016/06/18,0.035
2016/06/19,0.039
2016/06/20,0.043
2016/06/21,0.043
2016/06/22,0.045
2016/06/23,0.046
2016/06/24,0.047
2016/06/25,0.048
2016/06/26,0.049
2016/06/27,0.049
2016/06/28,0.05
2016/06/29,0.05
2016/06/30,0.05
2016/07/01,0.05
2016/07/02,0.051
2016/07/03,0.051
2016/07/04,0.051
2016/07/05,0.051
2016/07/06,0.051
2016/07/07,0.051
2016/07/08,0.051
2016/07/09,0.051
2016/07/10,0.051
2016/07/11,0.051
2016/07/12,0.05
2016/07/13,0.05
2016/07/14,0.05
2016/07/15,0.05
2016/07/16,0.05
2016/07/17,0.05
2016/07/18,0.05
2016/07/19,0.05
2016/07/20,0.05
2016/07/21,0.049
2016/07/22,0.05
2016/07/23,0.05
2016/07/24,0.05
2016/07/25,0.05
2016/07/26,0.05
2016/07/27,0.05
2016/07/28,0.05
2016/07/29,0.05
2016/07/30,0.051
2016/07/31,0.051
2016/08/01,0.051
2016/08/02,0.051
2016/08/03,0.051
2016/08/04,0.051
2016/08/05,0.05
2016/08/06,0.05
2016/08/07,0.049
2016/08/08,0.049
2016/08/09,0.049
2016/08/10,0.048
2016/08/11,0.048
2016/08/12,0.048
2016/08/13,0.047
2016/08/14,0.046
2016/08/15,0.046
2016/08/16,0.045
2016/08/17,0.045
2016/08/18,0.044
2016/08/19,0.043
2016/08/20,0.043
2016/08/21,0.041
2016/08/22,0.04
2016/08/23,0.04
2016/08/24,0.039
2016/08/25,0.038
2016/08/26,0.038
2016/08/27,0.037
2016/08/28,0.037
2016/08/29,0.036
2016/08/30,0.035
2016/08/31,0.035
2016/09/01,0.034
2016/09/02,0.033
2016/09/03,0.032
2016/09/04,0.032
2016/09/05,0.031
2016/09/06,0.03
2016/09/07,0.029
2016/09/08,0.028
2016/09/09,0.027
2016/09/10,0.025
2016/09/11,0.025
2016/09/12,0.025
2016/09/13,0.025
2016/09/14,0.024
2016/09/15,0.024
2016/09/16,0.024
2016/09/17,0.022
2016/09/18,0.021
2016/09/19,0.021
2016/09/20,0.021
2016/09/21,0.021
2016/09/22,0.021
2016/09/23,0.021
2016/09/24,0.021
2016/09/25,0.021
2016/09/26,0.021
2016/09/27,0.021
2016/09/28,0.021
2016/09/29,0.021
2016/09/30,0.021
2016/10/01,0.021
2016/10/02,0.02
2016/10/03,0.02
2016/10/04,0.02
2016/10/05,0.02
2016/10/06,0.02
2016/10/07,0.019
2016/10/08,0.019
2016/10/09,0.019
2016/10/10,0.019
2016/10/11,0.019
2016/10/12,0.019
2016/10/13,0.018
2016/10/14,0.018
2016/10/15,0.018
2016/10/16,0.018
2016/10/17,0.018
2016/10/18,0.018
2016/10/19,0.018
2016/10/20,0.019
2016/10/21,0.019
2016/10/22,0.019
2016/10/23,0.019
2016/10/24,0.02
2016/10/25,0.02
2016/10/26,0.022
2016/10/27,0.023
2016/10/28,0.024
2016/10/29,0.025
2016/10/30,0.025
2016/10/31,0.026
2016/11/01,0.026
2016/11/02,0.026
2016/11/03,0.026
2016/11/04,0.027
2016/11/05,0.027
2016/11/06,0.027
2016/11/07,0.028
2016/11/08,0.028
2016/11/09,0.028
2016/11/10,0.028
2016/11/11,0.028
2016/11/12,0.028
2016/11/13,0.028
2016/11/14,0.028
2016/11/15,0.028
2016/11/16,0.028
2016/11/17,0.028
2016/11/18,0.028
2016/11/19,0.028
2016/11/20,0.028
2016/11/21,0.03
2016/11/22,0.031
2016/11/23,0.032
2016/11/24,0.033
2016/11/25,0.034
2016/11/26,0.034
2016/11/27,0.035
2016/11/28,0.036
2016/11/29,0.036
2016/11/30,0.037
2016/12/01,0.037
2016/12/02,0.038
2016/12/03,0.038
2016/12/04,0.039
2016/12/05,0.039
2016/12/06,0.04
2016/12/07,0.04
2016/12/08,0.041
2016/12/09,0.041
2016/12/10,0.041
2016/12/11,0.041
2016/12/12,0.041
2016/12/13,0.041
2016/12/14,0.042
2016/12/15,0.042
2016/12/16,0.042
2016/12/17,0.042
2016/12/18,0.043
2016/12/19,0.043
2016/12/20,0.044
2016/12/21,0.044
2016/12/22,0.044
2016/12/23,0.045
2016/12/24,0.046
2016/12/25,0.045
2016/12/26,0.046
2016/12/27,0.046
2016/12/28,0.047
2016/12/29,0.048
2016/12/30,0.049
2016/12/31,0.049
2017/01/01,0.049
2017/01/02,0.05
2017/01/03,0.051
2017/01/04,0.055
2017/01/05,0.057
2017/01/06,0.058
2017/01/07,0.059
2017/01/08,0.059
2017/01/09,0.06
2017/01/10,0.06
2017/01/11,0.06
2017/01/12,0.059
2017/01/13,0.059
2017/01/14,0.059
2017/01/15,0.058
2017/01/16,0.058
2017/01/17,0.058
2017/01/18,0.059
2017/01/19,0.059
2017/01/20,0.058
2017/01/21,0.058
2017/01/22,0.058
2017/01/23,0.059
2017/01/24,0.061
2017/01/25,0.062
2017/01/26,0.063
2017/01/27,0.063
2017/01/28,0.064
2017/01/29,0.065
2017/01/30,0.066
2017/01/31,0.07
2017/02/01,0.071
2017/02/02,0.076
2017/02/03,0.081
2017/02/04,0.084
2017/02/05,0.087
2017/02/06,0.093
2017/02/07,0.097
2017/02/08,0.101
2017/02/09,0.104
2017/02/10,0.106
2017/02/11,0.107
2017/02/12,0.107
2017/02/13,0.107
2017/02/14,0.107
2017/02/15,0.109
2017/02/16,0.112
2017/02/17,0.114
2017/02/18,0.116
2017/02/19,0.119
2017/02/20,0.122
2017/02/21,0.126
2017/02/22,0.135
2017/02/23,0.145
2017/02/24,0.155
2017/02/25,0.159
2017/02/26,0.164
2017/02/27,0.174
2017/02/28,0.184
2017/03/01,0.194
2017/03/02,0.205
2017/03/03,0.219
2017/03/04,0.232
2017/03/05,0.24
2017/03/06,0.252
2017/03/07,0.262
2017/03/08,0.267
2017/03/09,0.272
2017/03/10,0.279
2017/03/11,0.283
2017/03/12,0.288
2017/03/13,0.294
2017/03/14,0.3
2017/03/15,0.306
2017/03/16,0.31
2017/03/17,0.313
2017/03/18,0.314
2017/03/19,0.314
2017/03/20,0.315
2017/03/21,0.316
2017/03/22,0.317
2017/03/23,0.317
2017/03/24,0.316
2017/03/25,0.314
2017/03/26,0.313
2017/03/27,0.311
2017/03/28,0.31
2017/03/29,0.309
2017/03/30,0.307
2017/03/31,0.306
2017/04/01,0.303
2017/04/02,0.302
2017/04/03,0.3
2017/04/04,0.299
2017/04/05,0.298
2017/04/06,0.297
2017/04/07,0.295
2017/04/08,0.292
2017/04/09,0.289
2017/04/10,0.287
2017/04/11,0.285
2017/04/12,0.282
2017/04/13,0.279
2017/04/14,0.275
2017/04/15,0.271
2017/04/16,0.266
2017/04/17,0.262
2017/04/18,0.259
2017/04/19,0.255
2017/04/20,0.251
2017/04/21,0.246
2017/04/22,0.241
2017/04/23,0.237
2017/04/24,0.234
2017/04/25,0.232
2017/04/26,0.229
2017/04/27,0.227
2017/04/28,0.225
2017/04/29,0.221
2017/04/30,0.218
2017/05/01,0.218
2017/05/02,0.218
2017/05/03,0.22
2017/05/04,0.225
2017/05/05,0.232
2017/05/06,0.234
2017/05/07,0.238
2017/05/08,0.243
2017/05/09,0.253
2017/05/10,0.264
2017/05/11,0.276
2017/05/12,0.293
2017/05/13,0.297
2017/05/14,0.298
2017/05/15,0.308
2017/05/16,0.318
2017/05/17,0.382
2017/05/18,0.422
2017/05/19,0.461
2017/05/20,0.479
2017/05/21,0.498
2017/05/22,0.537
2017/05/23,0.577
2017/05/24,0.64
2017/05/25,0.711
2017/05/26,0.77
2017/05/27,0.803
2017/05/28,0.827
2017/05/29,0.865
2017/05/30,0.905
2017/05/31,0.948
2017/06/01,1.008
2017/06/02,1.064
2017/06/03,1.104
2017/06/04,1.149
2017/06/05,1.201
2017/06/06,1.273
2017/06/07,1.343
2017/06/08,1.391
2017/06/09,1.446
2017/06/10,1.488
2017/06/11,1.52
2017/06/12,1.553
2017/06/13,1.588
2017/06/14,1.617
2017/06/15,1.626
2017/06/16,1.634
2017/06/17,1.641
2017/06/18,1.645
2017/06/19,1.653
2017/06/20,1.664
2017/06/21,1.675
2017/06/22,1.69
2017/06/23,1.693
2017/06/24,1.696
2017/06/25,1.695
2017/06/26,1.695
2017/06/27,1.692
2017/06/28,1.69
2017/06/29,1.689
2017/06/30,1.683
2017/07/01,1.672
2017/07/02,1.66
2017/07/03,1.649
2017/07/04,1.637
2017/07/05,1.624
2017/07/06,1.611
2017/07/07,1.595
2017/07/08,1.58
2017/07/09,1.565
2017/07/10,1.55
2017/07/11,1.536
2017/07/12,1.522
2017/07/13,1.508
2017/07/14,1.49
2017/07/15,1.474
2017/07/16,1.461
2017/07/17,1.448
2017/07/18,1.433
2017/07/19,1.42
2017/07/20,1.403
2017/07/21,1.384
2017/07/22,1.366
2017/07/23,1.351
2017/07/24,1.339
2017/07/25,1.325
2017/07/26,1.315
2017/07/27,1.306
2017/07/28,1.294
2017/07/29,1.283
2017/07/30,1.274
2017/07/31,1.259
2017/08/01,1.26
2017/08/02,1.26
2017/08/03,1.26
2017/08/04,1.259
2017/08/05,1.256
2017/08/06,1.253
2017/08/07,1.253
2017/08/08,1.25
2017/08/09,1.249
2017/08/10,1.244
2017/08/11,1.233
2017/08/12,1.22
2017/08/13,1.212
2017/08/14,1.211
2017/08/15,1.229
2017/08/16,1.257
2017/08/17,1.277
2017/08/18,1.297
2017/08/19,1.304
2017/08/20,1.315
2017/08/21,1.335
2017/08/22,1.397
2017/08/23,1.477
2017/08/24,1.6
2017/08/25,1.73
2017/08/26,1.836
2017/08/27,1.873
2017/08/28,1.936
2017/08/29,2.007
2017/08/30,2.054
2017/08/31,2.102
2017/09/01,2.15
2017/09/02,2.175
2017/09/03,2.184
